,ed_arrivals,wait_time_minutes,door_to_doctor_min,ed_los_minutes,admitted_from_ed,left_ama,imaging_ordered,labs_ordered,day_of_week,week_of_year,month,quarter,year,is_weekend,dow_sin,dow_cos,arrivals_lag_1,arrivals_lag_2,arrivals_lag_3,arrivals_lag_7,arrivals_lag_14,arrivals_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,admission_rate,throughput_pressure,severity_index,avg_wait_time,avg_los,crowding_index,boarding_proxy,Emergent,Less_Urgent,Non-Urgent,Resuscitation,Urgent,Abdominal_pain,Altered_mental_status,Back_pain,Chest_pain,Drug_overdose,Fever,Headache,Hypertensive_urgency,Hypoglycemia,Laceration,Leg_swelling,Nausea_and_vomiting,Palpitations,Seizure,Shortness_of_breath,Stroke_symptoms,Syncope_/_fall,Trauma,Urinary_symptoms,Weakness,MHN_Boston_General,MHN_Cambridge,MHN_Dorchester,MHN_Fenway,MHN_Jamaica_Plain,MHN_Quincy,MHN_Roxbury_Community,MHN_South_Shore,trend_7,trend_28
2020-11-14,5,39.0,40.0,274.6,3,0,3,1,5,46,11,4,2020,1,-0.9749279121818236,-0.2225209339563146,1.0,2.0,1.0,5.0,4.0,2.0,2.142857142857143,1.6761634196950512,3.392857142857143,1.8725954599469032,0.6,79.0,13,39.0,274.6,23.4,164.76000000000002,1,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,1,0,0,1.0,3.0
2020-11-15,4,71.75,71.75,208.0,1,0,2,1,6,46,11,4,2020,1,-0.7818314824680299,0.6234898018587334,5.0,1.0,2.0,3.0,3.0,1.0,2.2857142857142856,1.7994708216848745,3.5,1.8155705153742427,0.25,143.5,14,71.75,208.0,17.9375,52.0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,2,0,0,0,-1.0,2.0
2020-11-16,1,41.0,41.0,338.0,0,0,0,0,0,47,11,4,2020,0,0.0,1.0,4.0,5.0,1.0,3.0,3.0,4.0,2.0,1.8257418583505534,3.392857142857143,1.8725954599469032,0.0,82.0,4,41.0,338.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,-2.0,0.0
2020-11-17,2,66.5,66.5,368.0,1,1,1,1,1,47,11,4,2020,0,0.7818314824680298,0.6234898018587336,1.0,4.0,5.0,0.0,2.0,4.0,2.2857142857142856,1.6035674514745462,3.3214285714285716,1.8866700319673835,0.5,133.0,7,66.5,368.0,33.25,184.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,-1.0,-2.0
2020-11-18,4,59.75,59.75,281.0,0,0,4,1,2,47,11,4,2020,0,0.9749279121818236,-0.22252093395631434,2.0,1.0,4.0,1.0,2.0,5.0,2.7142857142857144,1.6035674514745468,3.2857142857142856,1.8630350160153912,0.0,119.5,11,59.75,281.0,0.0,0.0,1,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,1,0,0,1,1,3.0,0.0
2020-11-19,2,77.5,77.5,350.0,0,0,2,1,3,47,11,4,2020,0,0.43388373911755823,-0.900968867902419,4.0,2.0,1.0,2.0,5.0,3.0,2.7142857142857144,1.6035674514745468,3.25,1.8782379449307738,0.0,155.0,4,77.5,350.0,0.0,0.0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0.0,-3.0
2020-11-20,4,27.5,27.5,307.75,0,0,3,1,4,47,11,4,2020,0,-0.433883739117558,-0.9009688679024191,2.0,4.0,2.0,1.0,4.0,2.0,3.142857142857143,1.4638501094228014,3.3214285714285716,1.866935921623914,0.0,55.0,12,27.5,307.75,0.0,0.0,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,3.0,1.0
2020-11-21,3,73.33333333333333,73.33333333333333,308.6666666666667,1,0,1,0,5,47,11,4,2020,1,-0.9749279121818236,-0.2225209339563146,4.0,2.0,4.0,5.0,5.0,8.0,2.857142857142857,1.2149857925879128,3.142857142857143,1.6265001215808883,0.3333333333333333,146.66666666666666,8,73.33333333333333,308.6666666666667,24.444444444444443,102.88888888888889,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,-2.0,1.0
2020-11-22,7,92.14285714285714,92.14285714285714,343.57142857142856,0,0,4,1,6,47,11,4,2020,1,-0.7818314824680299,0.6234898018587334,3.0,4.0,2.0,4.0,3.0,5.0,3.2857142857142856,1.976047040118709,3.2142857142857144,1.7502834237608669,0.0,184.28571428571428,21,92.14285714285714,343.57142857142856,0.0,0.0,1,1,0,0,5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0,1,0,1,1,0,1,3.0,-1.0
2020-11-23,3,108.33333333333333,108.33333333333333,392.6666666666667,1,1,1,1,0,48,11,4,2020,0,0.0,1.0,7.0,3.0,4.0,1.0,3.0,1.0,3.5714285714285716,1.7182493859684511,3.2857142857142856,1.6965573607476043,0.3333333333333333,216.66666666666666,8,108.33333333333333,392.6666666666667,36.11111111111111,130.88888888888889,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,2.0,-2.0
2020-11-24,4,33.75,34.0,230.5,1,0,2,2,1,48,11,4,2020,0,0.7818314824680298,0.6234898018587336,3.0,7.0,3.0,2.0,0.0,3.0,3.857142857142857,1.5735915849388888,3.3214285714285716,1.7008401285415222,0.25,67.75,13,33.75,230.5,8.4375,57.625,2,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0,1,2.0,3.0
2020-11-25,4,100.0,100.0,398.5,2,0,2,1,2,48,11,4,2020,0,0.9749279121818236,-0.22252093395631434,4.0,3.0,7.0,4.0,1.0,4.0,3.857142857142857,1.5735915849388888,3.3214285714285716,1.7008401285415222,0.5,200.0,10,100.0,398.5,50.0,199.25,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0.0,1.0
2020-11-26,2,41.5,41.5,233.0,0,0,2,2,3,48,11,4,2020,0,0.43388373911755823,-0.900968867902419,4.0,4.0,3.0,2.0,2.0,7.0,3.857142857142857,1.5735915849388888,3.142857142857143,1.556688929516884,0.0,83.0,7,41.5,233.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0.0,-2.0
2020-11-27,3,59.333333333333336,59.333333333333336,283.3333333333333,2,0,0,1,4,48,11,4,2020,0,-0.433883739117558,-0.9009688679024191,2.0,4.0,4.0,4.0,1.0,5.0,3.7142857142857144,1.6035674514745486,3.0714285714285716,1.5136067160941413,0.6666666666666666,118.66666666666667,9,59.333333333333336,283.3333333333333,39.55555555555556,188.88888888888886,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,-1.0,-4.0
2020-11-28,1,33.0,33.0,140.0,0,0,1,1,5,48,11,4,2020,1,-0.9749279121818236,-0.2225209339563146,3.0,2.0,4.0,3.0,5.0,4.0,3.4285714285714284,1.9023794624226853,2.9642857142857144,1.5511559096637113,0.0,66.0,1,33.0,140.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,-2.0,-4.0
2020-11-29,5,24.2,24.2,235.0,1,0,2,2,6,48,11,4,2020,1,-0.7818314824680299,0.6234898018587334,1.0,3.0,2.0,7.0,4.0,3.0,3.142857142857143,1.3451854182691003,3.0357142857142856,1.59819673514646,0.2,48.4,16,24.2,235.0,4.84,47.0,2,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1,0,-2.0,1.0
2020-11-30,3,82.33333333333333,82.33333333333333,361.0,0,0,2,0,0,49,11,4,2020,0,0.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,3.142857142857143,1.3451854182691003,3.0357142857142856,1.59819673514646,0.0,164.66666666666666,10,82.33333333333333,361.0,0.0,0.0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2,0,0.0,0.0
2020-12-01,4,40.0,40.0,301.25,0,0,2,2,1,49,12,4,2020,0,0.7818314824680298,0.6234898018587336,3.0,5.0,1.0,4.0,2.0,2.0,3.142857142857143,1.3451854182691003,3.107142857142857,1.5948826896203974,0.0,80.0,9,40.0,301.25,0.0,0.0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,2,1,0,0.0,1.0
2020-12-02,2,130.5,130.5,386.0,0,0,2,0,2,49,12,4,2020,0,0.9749279121818236,-0.22252093395631434,4.0,3.0,5.0,4.0,4.0,2.0,2.857142857142857,1.3451854182690999,3.107142857142857,1.5948826896203974,0.0,261.0,7,130.5,386.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,-2.0,0.0
2020-12-03,2,69.5,69.5,263.0,0,0,2,1,3,49,12,4,2020,0,0.43388373911755823,-0.900968867902419,2.0,4.0,3.0,2.0,2.0,5.0,2.857142857142857,1.3451854182690999,3.0,1.5634719199411433,0.0,139.0,7,69.5,263.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0,0.0
2020-12-04,5,42.8,42.8,277.0,2,0,3,3,4,49,12,4,2020,0,-0.433883739117558,-0.9009688679024191,2.0,2.0,4.0,3.0,4.0,4.0,3.142857142857143,1.573591584938888,3.0357142857142856,1.59819673514646,0.4,85.6,13,42.8,277.0,17.12,110.80000000000001,0,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,1,0,1,2.0,0.0
2020-12-05,2,123.5,123.5,322.5,0,1,2,0,5,49,12,4,2020,1,-0.9749279121818236,-0.2225209339563146,5.0,2.0,2.0,1.0,3.0,5.0,3.2857142857142856,1.3801311186847105,2.9285714285714284,1.5617789341495933,0.0,247.0,4,123.5,322.5,0.0,0.0,0,2,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1.0,-2.0
2020-12-07,2,59.0,59.0,271.5,1,0,0,2,0,50,12,4,2020,0,0.0,1.0,0.0,2.0,5.0,3.0,3.0,3.0,2.4285714285714284,1.6183471874253748,2.7857142857142856,1.663489034287803,0.5,118.0,4,59.0,271.5,29.5,135.75,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,-3.0,-3.0
2020-12-08,4,14.75,14.75,263.0,1,0,0,2,1,50,12,4,2020,0,0.7818314824680298,0.6234898018587336,2.0,0.0,2.0,4.0,4.0,0.0,2.4285714285714284,1.6183471874253748,2.9285714285714284,1.58531621868557,0.25,29.5,11,14.75,263.0,3.6875,65.75,1,0,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,1,1.0,1.0
2020-12-09,4,144.25,144.25,482.0,0,0,2,1,2,50,12,4,2020,0,0.9749279121818236,-0.22252093395631434,4.0,2.0,0.0,2.0,4.0,1.0,2.7142857142857144,1.7043362064926943,3.0357142857142856,1.5511559096637115,0.0,288.5,10,144.25,482.0,0.0,0.0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0,0,0.0,1.0
2020-12-10,4,26.25,27.0,247.75,0,0,1,0,3,50,12,4,2020,0,0.43388373911755823,-0.900968867902419,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.7320508075688787,3.107142857142857,1.5477411429249548,0.0,53.25,13,26.25,247.75,0.0,0.0,1,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,2.0,3.0
2020-12-12,1,17.0,17.0,182.0,0,0,1,0,5,50,12,4,2020,1,-0.9749279121818236,-0.2225209339563146,0.0,4.0,4.0,2.0,1.0,5.0,2.142857142857143,1.864454471471609,2.9285714285714284,1.6085091194337655,0.0,34.0,4,17.0,182.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,-1.0,-1.0
2020-12-13,7,31.142857142857142,31.571428571428573,234.71428571428572,1,1,3,1,6,50,12,4,2020,1,-0.7818314824680299,0.6234898018587334,1.0,0.0,4.0,0.0,5.0,4.0,3.142857142857143,2.3401261667248803,3.0357142857142856,1.773929366357465,0.14285714285714285,62.714285714285715,20,31.142857142857142,234.71428571428572,4.448979591836735,33.53061224489796,2,1,1,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,2,1,0,1,2.0,6.0
2020-12-14,2,32.5,34.0,280.5,0,0,1,0,0,51,12,4,2020,0,0.0,1.0,7.0,1.0,0.0,2.0,3.0,1.0,3.142857142857143,2.3401261667248803,3.0714285714285716,1.7411909808364021,0.0,66.5,5,32.5,280.5,0.0,0.0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,-3.0
2020-12-15,4,85.25,85.25,356.5,2,1,2,2,1,51,12,4,2020,0,0.7818314824680298,0.6234898018587336,2.0,7.0,1.0,4.0,4.0,2.0,3.142857142857143,2.3401261667248803,3.142857142857143,1.736626907505759,0.5,170.5,13,85.25,356.5,42.625,178.25,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,2.0,0.0
2020-12-16,7,28.571428571428573,28.571428571428573,171.71428571428572,2,1,3,3,2,51,12,4,2020,0,0.9749279121818236,-0.22252093395631434,4.0,2.0,7.0,4.0,2.0,4.0,3.5714285714285716,2.7602622373694183,3.25,1.8782379449307742,0.2857142857142857,57.142857142857146,22,28.571428571428573,171.71428571428572,8.16326530612245,49.06122448979592,3,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,2,0,1,1,3.0,6.0
2020-12-17,4,74.75,74.75,428.5,0,0,3,1,3,51,12,4,2020,0,0.43388373911755823,-0.900968867902419,7.0,4.0,2.0,4.0,2.0,2.0,3.5714285714285716,2.7602622373694183,3.3214285714285716,1.8669359216239148,0.0,149.5,11,74.75,428.5,0.0,0.0,1,2,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,1,1,1,0.0,2.0
2020-12-18,2,122.5,122.5,404.5,0,0,2,1,4,51,12,4,2020,0,-0.433883739117558,-0.9009688679024191,4.0,7.0,4.0,0.0,5.0,4.0,3.857142857142857,2.4102953780654803,3.25,1.8782379449307742,0.0,245.0,7,122.5,404.5,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,-2.0,-2.0
2020-12-19,4,46.75,47.75,326.25,2,0,2,2,5,51,12,4,2020,1,-0.9749279121818236,-0.2225209339563146,2.0,4.0,7.0,1.0,2.0,3.0,4.285714285714286,2.0586634591635535,3.2857142857142856,1.8828100129788838,0.5,94.5,12,46.75,326.25,23.375,163.125,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,0,3.0,2.0
2020-12-20,2,102.5,102.5,349.5,0,0,1,2,6,51,12,4,2020,1,-0.7818314824680299,0.6234898018587334,4.0,2.0,4.0,7.0,0.0,7.0,3.5714285714285716,1.812653934349933,3.107142857142857,1.7499055152119822,0.0,205.0,6,102.5,349.5,0.0,0.0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,-5.0,-2.0
2020-12-21,5,58.4,58.8,314.0,3,0,2,0,0,52,12,4,2020,0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,1.7320508075688799,3.1785714285714284,1.7858201026848812,0.6,117.19999999999999,15,58.4,314.0,35.04,188.4,2,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,4,0,0,0,3.0,2.0
2020-12-22,1,195.0,195.0,561.0,0,0,0,0,1,52,12,4,2020,0,0.7818314824680298,0.6234898018587336,5.0,2.0,4.0,4.0,4.0,4.0,3.5714285714285716,2.070196678027064,3.0714285714285716,1.8242922814182843,0.0,390.0,2,195.0,561.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,-3.0,-6.0
2020-12-23,4,38.0,38.5,225.0,2,0,2,2,2,52,12,4,2020,0,0.9749279121818236,-0.22252093395631434,1.0,5.0,2.0,7.0,4.0,4.0,3.142857142857143,1.463850109422801,3.0714285714285716,1.8242922814182843,0.5,76.5,15,38.0,225.0,19.0,112.5,1,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2,0,0,0,0,-3.0,1.0
2020-12-24,2,64.0,66.0,235.0,0,0,1,1,3,52,12,4,2020,0,0.43388373911755823,-0.900968867902419,4.0,1.0,5.0,4.0,4.0,2.0,2.857142857142857,1.4638501094228,3.0714285714285716,1.8242922814182843,0.0,130.0,8,64.0,235.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,-2.0,-2.0
2020-12-25,5,150.8,150.8,377.0,2,0,4,0,4,52,12,4,2020,0,-0.433883739117558,-0.9009688679024191,2.0,4.0,1.0,2.0,0.0,3.0,3.2857142857142856,1.6035674514745477,3.142857142857143,1.8601928556785345,0.4,301.6,12,150.8,377.0,60.32000000000001,150.8,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,0,0,0,1,0,3.0,1.0
2020-12-26,4,73.0,73.0,254.25,1,0,2,2,5,52,12,4,2020,1,-0.9749279121818236,-0.2225209339563146,5.0,2.0,4.0,4.0,1.0,1.0,3.2857142857142856,1.6035674514745477,3.25,1.8181186857726193,0.25,146.0,11,73.0,254.25,18.25,63.5625,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,1,0,0,0,0.0,2.0
2020-12-27,2,21.0,21.0,273.5,0,0,1,1,6,52,12,4,2020,1,-0.7818314824680299,0.6234898018587334,4.0,5.0,2.0,2.0,7.0,5.0,3.2857142857142856,1.6035674514745477,3.142857142857143,1.799470821684875,0.0,42.0,5,21.0,273.5,0.0,0.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0.0,-1.0
2020-12-28,3,26.666666666666668,27.0,280.0,1,0,1,0,0,53,12,4,2020,0,0.0,1.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,1.4142135623730958,3.142857142857143,1.799470821684875,0.3333333333333333,53.66666666666667,11,26.666666666666668,280.0,8.88888888888889,93.33333333333333,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,-2.0,2.0
2020-12-29,5,55.0,56.0,310.2,1,1,3,2,1,53,12,4,2020,0,0.7818314824680298,0.6234898018587336,3.0,2.0,4.0,1.0,4.0,4.0,3.5714285714285716,1.2724180205607063,3.1785714285714284,1.826828286211265,0.2,111.0,15,55.0,310.2,11.0,62.04,0,2,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,0,1,4.0,0.0
2020-12-30,4,92.75,92.75,336.75,1,0,3,0,2,53,12,4,2020,0,0.9749279121818236,-0.22252093395631434,5.0,3.0,2.0,4.0,7.0,2.0,3.5714285714285716,1.2724180205607063,3.25,1.8181186857726193,0.25,185.5,11,92.75,336.75,23.1875,84.1875,0,1,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,3,0,0,0.0,1.0
2020-12-31,6,90.5,90.5,357.3333333333333,2,0,3,0,3,53,12,4,2020,0,0.43388373911755823,-0.900968867902419,4.0,5.0,3.0,2.0,4.0,2.0,4.142857142857143,1.3451854182691025,3.392857142857143,1.8725954599469041,0.3333333333333333,181.0,16,90.5,357.3333333333333,30.166666666666664,119.1111111111111,0,2,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,1,2,0,1,4.0,2.0
2021-01-01,1,0.0,5.0,342.0,0,0,1,0,4,53,1,1,2021,0,-0.433883739117558,-0.9009688679024191,6.0,4.0,5.0,5.0,2.0,5.0,3.5714285714285716,1.7182493859684511,3.25,1.8978545391709694,0.0,5.0,2,0.0,342.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,-4.0,-1.0
2021-01-02,6,54.0,54.166666666666664,314.3333333333333,1,0,3,1,5,53,1,1,2021,1,-0.9749279121818236,-0.2225209339563146,1.0,6.0,4.0,4.0,4.0,2.0,3.857142857142857,1.9518001458970686,3.392857142857143,1.9501051389373993,0.16666666666666666,108.16666666666666,15,54.0,314.3333333333333,9.0,52.388888888888886,0,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,2,1,0,2,2.0,4.0
2021-01-03,1,23.0,23.0,415.0,0,0,0,0,6,53,1,1,2021,1,-0.7818314824680299,0.6234898018587334,6.0,1.0,6.0,2.0,2.0,0.0,3.7142857142857144,2.138089935299397,3.4285714285714284,1.8940173144144137,0.0,46.0,3,23.0,415.0,0.0,0.0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,-1.0,-4.0
2021-01-04,2,112.0,112.0,168.0,1,1,2,1,0,1,1,1,2021,0,0.0,1.0,1.0,6.0,1.0,3.0,5.0,2.0,3.5714285714285716,2.2253945610567487,3.4285714285714284,1.8940173144144137,0.5,224.0,6,112.0,168.0,56.0,84.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,-1.0,0.0
2021-01-05,3,34.0,35.333333333333336,385.0,2,0,1,1,1,1,1,1,2021,0,0.7818314824680298,0.6234898018587336,2.0,1.0,6.0,5.0,1.0,4.0,3.2857142857142856,2.138089935299396,3.392857142857143,1.892270549019836,0.6666666666666666,69.33333333333334,7,34.0,385.0,22.666666666666664,256.66666666666663,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,0,0,0,0,-2.0,1.0
